_c0,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
370,3 hommes et un couffin,1985,106,null,6.6,537,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
371,3 noches,2001,105,null,6.4,9,0,0,14.5,0,14.5,24.5,0,24.5,14.5,24.5,,0,0,0,0,0,0,0
372,3-4x juugatsu,1990,96,null,6.6,761,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
373,3-Way,2004,88,null,4.6,177,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
374,30 Days,1999,87,null,4.2,31,14.5,4.5,14.5,24.5,4.5,4.5,0,4.5,4.5,24.5,,0,0,1,0,0,1,0
375,"30 Foot Bride of Candy Rock, The",1959,75,null,4.6,102,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
376,30 Frames a Second: The WTO in Seattle,2000,73,null,5.4,7,14.5,14.5,0,0,14.5,14.5,14.5,14.5,14.5,0,,0,0,0,0,1,0,0
377,"30 Is a Dangerous Age, Cynthia",1968,85,null,4.8,32,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,0,4.5,,0,0,1,0,0,1,0
378,30 Winchester per El Diablo,1965,95,null,3.4,7,0,14.5,45.5,14.5,0,0,14.5,0,0,0,,0,0,0,0,0,0,0
379,30 Years of Fun,1963,85,null,6.7,15,14.5,0,0,24.5,4.5,0,24.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
380,30 Years to Life,2001,110,null,5.1,42,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,4.5,24.5,R,0,0,1,1,0,1,0
381,30 ans,2000,105,null,5.8,14,0,0,4.5,14.5,14.5,34.5,24.5,4.5,0,0,,0,0,0,0,0,0,0
382,30 panen a Pythagoras,1977,68,null,2.5,8,34.5,14.5,0,0,24.5,0,14.5,0,0,14.5,,0,0,1,0,0,0,0
383,"30, Still Single: Contemplating Suicide",1998,91,null,7.1,26,4.5,0,0,4.5,0,14.5,4.5,4.5,14.5,34.5,,0,0,1,0,0,0,0
384,"300 Spartans, The",1962,114,null,6.4,548,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
385,3000 Miles to Graceland,2001,125,62000000,5.4,7298,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
386,"301, 302",1995,100,null,6.8,275,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
387,30:e november,1995,116,null,3.9,193,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
388,31,2003,27,null,2.8,5,64.5,0,24.5,0,0,0,0,24.5,0,0,,0,0,0,0,0,0,1
389,"317e section, La",1965,86,null,8,73,0,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
390,322,1969,95,null,6,9,0,0,0,0,14.5,14.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
391,34-y skoryy,1981,83,null,7.3,8,0,0,0,14.5,14.5,0,14.5,14.5,0,45.5,,1,0,0,0,0,0,0
392,35 Aside,1995,27,null,6.6,40,0,4.5,0,0,0,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,1
393,35 Miles from Normal,1997,99,null,6.6,21,4.5,0,4.5,0,4.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
394,36 Chowringhee Lane,1981,122,null,7.7,41,4.5,4.5,0,0,4.5,4.5,4.5,24.5,34.5,14.5,,0,0,0,0,0,0,0
395,"36 Deadly Styles, The",1980,92,null,5.1,13,0,4.5,0,4.5,34.5,14.5,4.5,0,4.5,14.5,,0,0,0,0,0,0,0
396,36 Hours,1953,80,null,5.7,8,0,14.5,0,0,14.5,14.5,14.5,34.5,0,14.5,,0,0,0,1,0,0,0
397,36 Hours,1965,115,null,7.3,373,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
398,36 fillette,1988,88,null,6,232,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
399,36 ore all'inferno,1969,93,null,3.7,7,0,14.5,0,44.5,0,14.5,0,0,0,24.5,,1,0,0,0,0,0,0
400,365 Nights in Hollywood,1934,77,null,5.8,17,0,4.5,4.5,14.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,0
401,36K,2000,83,null,7.8,12,4.5,0,4.5,4.5,0,0,0,4.5,24.5,44.5,,0,0,0,0,0,0,0
402,37 og et halvt,2005,101,null,5.6,27,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,,0,0,1,1,0,0,0
403,39 Pounds of Love,2005,70,null,7.6,7,14.5,14.5,0,0,0,0,0,0,0,74.5,,0,0,0,0,1,0,0
404,"39 Steps, The",1935,86,null,8,7931,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
405,"39 Steps, The",1959,93,null,6.6,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
406,3:10 to Yuma,1957,92,null,7.7,526,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
407,3:15,1986,86,null,4.5,94,14.5,4.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
408,3:am,2005,21,null,8.8,9,14.5,0,0,0,0,0,0,14.5,0,74.5,,0,0,0,0,0,0,1
409,3D,2000,24,null,6,5,24.5,0,0,0,24.5,64.5,0,0,0,0,,0,0,0,0,0,0,1
410,3azima,2003,5,null,5,6,0,0,0,14.5,14.5,0,0,0,0,64.5,,0,0,0,1,0,0,1
411,"3groschenoper, Die",1931,112,null,6.9,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
412,"3rd Voice, The",1960,79,null,7.3,20,0,0,4.5,0,4.5,14.5,14.5,34.5,0,24.5,,0,0,0,1,0,0,0
413,4,2004,126,null,6.3,30,4.5,0,4.5,14.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
414,4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,16,null,6.9,10,0,0,0,0,0,34.5,34.5,14.5,0,34.5,,0,0,0,0,1,0,1
415,4 Clowns,1970,97,null,7.9,35,0,0,0,0,4.5,14.5,4.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
416,4 Devils,1928,97,null,8.7,9,0,0,0,0,0,0,14.5,34.5,14.5,44.5,,0,0,0,1,0,0,0
417,4 Freunde und 4 Pfoten,2003,76,null,5.1,11,0,4.5,4.5,0,4.5,4.5,34.5,4.5,0,14.5,,0,0,0,0,0,0,0
418,4 Inyong shiktak,2003,123,null,5.7,156,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
419,4 Little Girls,1997,102,null,7.5,463,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,1,0,0
420,4 P.M.,2000,15,null,5.5,21,0,14.5,4.5,4.5,4.5,4.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,1
421,4 Second Delay,1998,26,null,6.1,12,34.5,0,0,0,14.5,0,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
422,4 a.m.: Open All Night,1999,15,null,6,17,4.5,14.5,4.5,0,0,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
423,4 aventures de Reinette et Mirabelle,1987,99,null,7.6,167,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
424,4 for Texas,1963,124,null,5.3,399,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
425,4 maneras de tapar un hoyo,1995,8,null,8.2,12,0,0,0,0,4.5,4.5,14.5,0,45.5,4.5,,0,1,0,0,0,0,1
426,4 marmittoni alle grandi manovre,1974,90,null,3.7,6,0,14.5,14.5,0,34.5,14.5,14.5,0,0,0,,0,0,1,0,0,0,0
427,4 mosche di velluto grigio,1971,104,null,6.3,251,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
428,"4 saisons d'Espigoule, Les",1999,97,null,6.5,65,0,0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,1,0,1,0,0
429,4 x 4,1965,105,null,5.6,8,14.5,0,14.5,0,0,24.5,14.5,24.5,0,14.5,,0,0,0,1,0,0,0
430,40,2002,12,null,5.7,12,4.5,0,0,0,14.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,1
431,40 Carats,1973,110,null,6,104,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
432,40 Days and 40 Nights,2002,96,17000000,5.4,8609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,1,1,0,1,0
433,40 Days of Musa Dagh,1982,143,null,7.5,16,14.5,0,4.5,0,0,0,14.5,0,14.5,45.5,,0,0,0,1,0,0,0
434,40 Guns to Apache Pass,1967,95,null,5.8,60,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,1,0
435,40 Pounds of Trouble,1962,106,null,6.3,126,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
436,40 Quadratmeter Deutschland,1986,80,null,7.3,15,4.5,0,0,0,0,0,24.5,34.5,24.5,24.5,,0,0,0,1,0,0,0
437,40 gradi all'ombra del lenzuolo,1976,100,null,4.7,34,0,14.5,4.5,24.5,24.5,24.5,4.5,4.5,0,4.5,,0,0,1,0,0,0,0
438,40 grados a la sombra,1967,90,null,5.5,6,0,0,0,14.5,14.5,14.5,0,14.5,0,34.5,,0,0,1,0,0,0,0
439,"40,000 Horsemen",1941,100,null,6.9,20,4.5,0,0,4.5,0,24.5,24.5,24.5,4.5,24.5,,0,0,0,0,0,0,0
440,"400 Million, The",1939,52,null,5,10,0,0,14.5,0,45.5,14.5,14.5,0,0,24.5,,0,0,0,0,1,0,0
441,405,2000,11,null,6.9,250,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,1,0,0,0,1
442,420,2004,116,null,8.3,6,0,0,14.5,0,0,0,0,0,45.5,34.5,,0,0,1,0,0,0,0
443,42K,2000,90,null,5.1,25,4.5,4.5,0,14.5,4.5,0,24.5,24.5,4.5,24.5,,1,0,1,0,0,0,0
444,42nd Street,1933,89,439000,7.5,1247,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
445,"42nd. Street Special, The",1933,6,null,6.2,11,0,0,0,0,4.5,14.5,64.5,4.5,0,0,,0,0,0,0,1,0,1
446,43: The Richard Petty Story,1974,83,null,6.4,18,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,0,24.5,,0,0,0,1,0,0,0
447,47 morto che parla,1950,95,null,7.6,21,0,0,0,4.5,4.5,4.5,34.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
448,48 Hrs.,1982,96,null,6.8,8742,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,1,0,1,1,0,0,0
449,48 Stunden bis Acapulco,1967,81,null,4.3,5,24.5,0,0,0,44.5,44.5,0,0,0,0,,0,0,0,0,0,0,0
450,491,1964,88,null,6.2,38,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
451,"49th Man, The",1953,73,null,6.2,17,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
452,49th Parallel,1941,104,null,7.7,395,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
453,4D Man,1959,85,null,5.2,192,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,1,0
454,"4th Floor, The",1999,90,null,5.7,1088,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
455,"4th Tenor, The",2002,97,null,4.2,71,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,PG-13,0,0,1,0,0,1,0
456,5 Against the House,1955,84,null,6.2,49,0,4.5,4.5,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,0,1,0,0,0
457,5 Branded Women,1960,118,null,5.2,53,4.5,0,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
458,5 Card Stud,1968,105,null,6.2,457,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
459,5 Card Stud,2002,96,null,8.3,7,14.5,0,0,0,0,0,0,14.5,14.5,45.5,,0,0,0,0,0,1,0
460,5 Dark Souls,1996,94,1500,7.3,11,14.5,0,0,4.5,0,0,4.5,4.5,4.5,44.5,,1,0,0,0,0,0,0
461,5 Dead on the Crimson Canvas,1996,96,25000,2,24,14.5,4.5,0,0,4.5,0,4.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
462,5 Fingers,1952,108,null,7.6,392,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
463,5 Millionen suchen einen Erben,1938,85,null,6.5,22,0,0,4.5,0,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
464,5 Steps to Danger,1957,81,null,5.6,24,0,0,0,4.5,14.5,44.5,14.5,14.5,0,4.5,,0,0,0,1,0,0,0
465,5 bambole per la luna d'agosto,1970,90,null,5.5,145,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
466,5 de chocolate y 1 de fresa,1968,85,null,4.3,12,24.5,4.5,0,0,14.5,0,4.5,0,4.5,34.5,,0,0,1,0,0,0,0
467,5 donne per l'assassino,1974,95,null,3.7,7,0,14.5,0,14.5,0,44.5,0,0,14.5,14.5,,0,0,0,0,0,0,0
468,"5 i fedtefadet, De",1970,90,null,5.4,21,0,0,14.5,14.5,34.5,0,14.5,0,4.5,14.5,,0,0,0,0,0,0,0
469,"5 og spionerne, De",1969,81,null,4.6,18,14.5,0,4.5,24.5,24.5,14.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,0
470,5 tombe per un medium,1965,85,null,4.8,34,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
471,"5,000 Fingers of Dr. T., The",1953,89,1600000,6.7,699,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
472,50 First Dates,2004,99,75000000,6.8,13497,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,1,0,0,1,0
473,50 Ways to Leave Your Lover,2004,95,null,6.8,22,14.5,4.5,0,4.5,0,4.5,14.5,4.5,14.5,34.5,,0,0,1,0,0,1,0
474,"50,000 B.C. (Before Clothing)",1963,75,null,3.4,15,24.5,24.5,4.5,0,4.5,14.5,4.5,4.5,0,14.5,,0,0,1,0,0,0,0
475,50/50,1982,87,null,4,7,14.5,0,24.5,24.5,14.5,0,0,0,0,14.5,,0,0,0,1,0,0,0
476,500 Years Later,2005,106,null,9.3,17,4.5,0,0,0,0,0,0,0,14.5,74.5,,0,0,0,0,1,0,0
477,500!,2001,92,null,6.4,14,4.5,0,0,4.5,0,4.5,0,0,14.5,64.5,,0,0,1,0,0,0,0
478,50CC,2000,41,null,5.9,7,0,0,14.5,0,14.5,24.5,14.5,14.5,0,14.5,,1,0,0,0,0,1,1
479,51 Bar,1985,95,null,8.7,5,0,0,0,24.5,0,0,0,24.5,64.5,0,,0,0,0,1,0,0,0
480,"51st State, The",2001,92,28000000,6.1,6752,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
481,52 Pick-Up,1986,110,null,5.9,609,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
482,52nd Street,1937,80,null,7,5,0,0,0,0,0,24.5,64.5,0,0,24.5,,0,0,0,1,0,0,0
483,54,1998,100,13000000,5.4,6905,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
484,55 Days at Peking,1963,150,17000000,6.6,700,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
485,588 rue paradis,1993,130,null,7.9,56,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
486,5th Ave Girl,1939,83,null,6.6,112,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
487,5th World,2005,75,null,5.2,11,14.5,14.5,0,14.5,4.5,0,0,4.5,0,24.5,,0,0,0,1,0,0,0
488,5x2,2004,90,null,6.6,691,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0
489,6 Day Bike Rider,1934,69,null,6.7,107,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,,0,0,1,0,0,0,0
490,6 Miles of 8 Feet,1999,22,null,7.9,8,0,0,0,0,34.5,0,0,14.5,0,45.5,,0,0,0,0,0,0,1
491,6 Points,2004,85,null,4.3,56,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,0,14.5,,0,0,0,1,0,0,0
492,6 dni strusia,2001,100,null,5.1,9,0,14.5,14.5,0,24.5,14.5,24.5,24.5,0,0,,0,0,0,0,0,0,0
493,6.5 Special,1958,85,null,4,6,14.5,0,0,34.5,0,0,0,45.5,0,0,,0,0,0,0,0,0,0
494,6000 Enemies,1939,62,null,6.5,11,0,0,4.5,0,14.5,45.5,14.5,0,0,0,,0,0,0,0,0,0,0
495,633 Squadron,1964,103,null,6.2,367,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
496,"64,000,000 Years Ago",1981,11,null,6.7,7,0,0,0,0,14.5,14.5,74.5,0,0,0,,0,1,0,0,0,0,1
497,"65, 66 och jag",1936,89,null,5.3,21,0,0,14.5,14.5,14.5,4.5,14.5,4.5,0,14.5,,0,0,1,0,0,0,0
498,66 scener fra Amerika,1982,43,null,5.3,13,4.5,0,0,4.5,24.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
499,666 mo gui fu huo,1996,100,null,5.3,54,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,0,4.5,,1,0,0,0,0,0,0
500,681-0638,2001,90,null,7.1,7,0,0,14.5,0,0,14.5,14.5,44.5,0,14.5,,0,0,1,1,0,0,0
501,69,1968,5,null,5.1,5,24.5,0,0,24.5,0,64.5,0,0,0,0,,0,0,0,0,0,0,1
502,69 - Sixtynine,1969,98,null,5.8,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
503,69 Park Avenue,1985,90,null,6.1,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,0,0,0,0
504,6ix,1999,11,null,5.5,30,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,1,0,0,0,1
505,"6th Day, The",2000,123,82000000,5.9,12064,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
506,7 Days In September,2002,94,null,7.9,33,4.5,0,0,0,14.5,4.5,14.5,34.5,24.5,4.5,,0,0,0,0,1,0,0
507,7 Faces of Dr. Lao,1964,100,null,6.9,646,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
508,7 Lucky Ninja Kids,1989,90,null,4.8,19,24.5,4.5,0,4.5,14.5,14.5,14.5,0,4.5,24.5,,1,0,1,0,0,0,0
509,7 Star Grand Mantis,1983,85,null,3.1,7,24.5,14.5,0,14.5,0,0,44.5,0,0,0,,1,0,1,0,0,0,0
510,7 Wise Dwarfs,1941,4,null,6,35,0,0,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,,0,1,0,0,0,0,1
511,7 Women,1966,87,null,6.2,225,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
512,7 Year Zig Zag,2003,90,null,6,6,14.5,14.5,0,0,0,34.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
513,7 Zwerge,2004,95,null,5,439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
514,7 ans de mariage,2003,97,null,6.3,148,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
515,7 fois... par jour,1971,98,null,3.4,16,34.5,14.5,14.5,4.5,14.5,14.5,4.5,0,0,4.5,,0,0,1,0,0,0,0
516,7 jin gong,1994,90,null,5.4,67,4.5,0,4.5,4.5,4.5,34.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
517,7 pra-jan-barn,2002,110,null,4.8,15,0,0,24.5,14.5,4.5,14.5,14.5,14.5,0,24.5,,1,0,1,0,0,0,0
518,"7, Hyden Park: la casa maledetta",1985,96,null,4.7,16,4.5,0,14.5,4.5,44.5,14.5,14.5,0,4.5,0,,0,0,0,1,0,0,0
519,71 Fragmente einer Chronologie des Zufalls,1994,95,null,6.6,176,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
520,711 Ocean Drive,1950,102,null,7,48,0,0,0,4.5,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
521,72 Desperate Rebels,1972,93,null,3.3,8,14.5,0,14.5,0,24.5,14.5,14.5,14.5,0,14.5,,1,0,0,1,0,0,0
522,72 Faced Liar,2003,15,null,7,6,0,0,0,34.5,0,0,45.5,14.5,0,0,,0,0,0,0,0,0,1
523,72 metra,2004,100,1600000,6,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,1,0,0,1,0,0,0
524,7337,2000,17,null,3.9,28,14.5,0,4.5,0,4.5,4.5,24.5,4.5,4.5,24.5,,0,0,0,0,0,0,1
525,76-89-03,2000,85,null,6.6,75,4.5,4.5,0,4.5,4.5,4.5,34.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
526,78 Tours,1985,4,null,7.9,10,0,0,14.5,0,14.5,14.5,14.5,34.5,24.5,14.5,,0,1,0,0,0,0,1
527,79 primaveras,1969,25,null,6.2,5,0,0,0,0,24.5,0,24.5,24.5,24.5,24.5,,0,0,0,0,1,0,1
528,7th Cavalry,1956,75,null,6.3,84,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
529,"7th Dawn, The",1964,123,null,5.3,64,0,4.5,14.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
530,7th Street,2003,72,null,7,42,0,0,0,0,4.5,4.5,44.5,24.5,14.5,4.5,,0,0,0,0,1,0,0
531,"7th Voyage of Sinbad, The",1958,88,650000,6.9,1224,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,0,0,0,0
532,8 Ball Bunny,1950,7,null,7.4,90,4.5,0,4.5,4.5,4.5,14.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
533,8 Heads in a Duffel Bag,1997,94,null,4.8,2076,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
534,8 Mile,2002,110,41000000,6.8,17900,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,0,0,0,1,0,0,0
535,8 Million Ways to Die,1986,115,null,4.9,642,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
536,8 Seconds,1994,105,null,5.9,747,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
537,8 femmes,2002,111,null,7.1,5503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0
538,8 to 4,1981,77,null,5.8,32,0,4.5,4.5,4.5,14.5,4.5,34.5,14.5,0,14.5,,0,0,1,0,0,0,0
539,8-A,1993,84,null,6.9,14,0,0,4.5,0,0,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
540,80 Steps to Jonah,1969,107,null,5.1,57,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
541,80's Ending,2003,9,10000,8.3,15,0,0,0,0,4.5,4.5,4.5,34.5,24.5,24.5,,0,0,1,0,0,0,1
542,"80,000 Suspects",1963,113,null,5.5,35,4.5,0,4.5,14.5,14.5,24.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
543,800 Fantasy Lane,1979,82,null,5.1,30,14.5,0,0,4.5,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
544,800 Two Lap Runners,1994,110,null,4.7,13,4.5,0,4.5,0,14.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
545,800 balas,2002,124,null,6.5,404,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0
546,84 Charing Cross Road,1987,100,null,7.3,1172,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
547,84C MoPic,1989,95,null,6.9,284,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
548,88 Antop Hill,2003,119,null,4.1,8,24.5,0,24.5,24.5,0,14.5,0,14.5,0,0,,0,0,0,0,0,0,0
549,89 mm od Europy,1994,12,null,7.8,12,0,0,0,0,4.5,14.5,4.5,14.5,4.5,44.5,,0,0,0,0,1,0,1
550,8MM,1999,123,40000000,5.9,18541,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,0,0,0,0
551,8cht,1997,7,null,3.7,11,14.5,4.5,0,0,34.5,0,0,0,0,34.5,,0,0,0,0,0,0,1
552,9 Mornings,2002,100,null,6.2,9,14.5,0,0,0,0,34.5,0,34.5,14.5,14.5,,0,0,0,0,0,1,0
553,9 Songs,2004,71,null,5.2,464,14.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
554,9 Souls,2003,120,null,7.5,100,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
555,9 dney odnogo goda,1961,120,null,7.8,39,4.5,0,0,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
